-93.26377519,44.98188899,803886,Child Care Center,Bernie's Montessori School,115 2nd Ave S, , ,Minneapolis,MN,55401,Hennepin,(612) 333-5460,Active,Bernie's Montessori School Inc,47,Day time child care Ages Served: Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,31749,41274,41638
-93.39847608,44.95527209,1006478,Child Care Center,Bassett Creek Montessori and Daycare Center,9400 Cedar Lake Road, , ,St Louis Park,MN,55426,Hennepin,(763) 577-1500,Active,Rohan & Helen De Alwis,42,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,35318,41274,41638
-93.37641654,45.08526317,1066707,Child Care Center,Angels Learning Center,7217 W Broadway Ave N, , ,Brooklyn Park,MN,55428,Hennepin,(763) 300-2544,Conditional,Angels Learning Center LLC,54,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,40099,41325,41638
-93.4814138,45.03842123,1009422,Child Care Center,Ascension Lutheran Preschool,15870 46th Ave N, , ,Plymouth,MN,55446,Hennepin,(763) 559-0579,Active,Ascension Lutheran Preschool,40,Day time child care Ages Served: Preschool,None,Child Care Center,Minnesota Department of Human Services,35677,41274,41638
-93.26253742,44.91876877,1051223,Child Care Center,Artisticrats Child Care Center LLC,4653 Chicago Ave S, , ,Minneapolis,MN,55407,Hennepin,(612) 825-1519,Revoked,Artisticrats Child Care Center LLC,42,,None,Child Care Center,Minnesota Department of Human Services,38202,40911,41273
-93.26251418,44.94132969,1066510,Child Care Center,Arta Child Care Center,3401 Chicago Ave S, , ,Minneapolis,MN,55407,Hennepin,(612) 886-1312,Active,Arta Child Care Center Inc,41,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,40232,41274,41638
-93.32981688,44.90701605,800185,Child Care Center,Berry Patch-Calvary,5300 France Ave S, , ,Edina,MN,55410,Hennepin,(952) 836-1577,Active,Barrette Lounsberry,130,Day time child care Ages Served: Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,30572,41274,41638
-93.26253742,44.91876877,1083241,Child Care Center,Artisticrats,4653 Chicago Ave S, , ,Minneapolis,MN,55407,Hennepin,(612) 825-1519,Denied,Artisticrats Inc,0,,None,Child Care Center,Minnesota Department of Human Services,,,
-93.37314648,44.89072391,804191,Child Care Center,Berry Patch-Colonial,6200 Colonial Way, , ,Edina,MN,55436,Hennepin,(952) 925-5526,Active,Barrette Lounsberry,74,Day time child care Ages Served: Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,32025,41274,41638
-93.24224642,44.93949156,1008457,Child Care Center,Atrebla Early Learning Center,2101 E 35th St, , ,Minneapolis,MN,55407-2444,Hennepin,(612) 724-0788,Active,Atrebla Early Learning Center  Inc.,57,Day time child care Ages Served: Infants; Toddlers; Preschool; School age  Service: Night time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,35476,41274,41638
-93.45329766,44.93340866,1028873,Child Care Center,Bet Shalom Yeladim Preschool,13613 Orchard Rd, , ,Minnetonka,MN,55305,Hennepin,(952) 933-8525,Active,Bet Shalom Congregation,52,Day time child care Ages Served: Infants; Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,36771,41274,41638
-93.21100547,44.94542027,800194,Child Care Center,Bethlehem Child Care Center,3141 43rd Ave S, , ,Minneapolis,MN,55406-2248,Hennepin,(612) 721-2290,Active,Bethlehem Evangelical Covenant Church,86,Day time child care Ages Served: Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,28789,41274,41638
-93.26263247,44.96378523,1059875,Child Care Center,Baraka Child Care Center LLC,1910 Chicago Ave So, , ,Minneapolis,MN,55404,Hennepin,(952) 807-8845,Active,Baraka Child Care Center LLC,115,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,39238,41274,41638
-93.31035762,44.86608908,802398,Child Care Center,Blessed Trinity Preschool,7540 Penn Ave S, , ,Richfield,MN,55423,Hennepin,(612) 866-6906,Active,Blessed Trinity Preschool/School K-8,60,Day time child care Ages Served: Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,27402,41274,41638
-93.26866036,44.8733028,831153,Child Care Center,Blossomtime Montessori and Day Care,7132 Portland Ave S, , ,Richfield,MN,55423,Hennepin,(612) 866-3315,Active,Blossomtime Montessori and Day Care,73,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,34899,41274,41638
-93.34257137,44.98172618,800229,Child Care Center,Breck School Preschool and Extended Care,123 Ottawa Ave. North, , ,Minneapolis,MN,55422,Hennepin,(763) 381-8100,Active,Breck School Preschool and Extended Day,60,Day time child care Ages Served: Preschool,None,Child Care Center,Minnesota Department of Human Services,26183,41274,41638
-93.47932442,45.12474226,1018118,Child Care Center,Bright Beginnings Christian Preschool,9350 Upland Ln N, , ,Maple Grove,MN,55369,Hennepin,(763) 639-9876,Active,JJC Preschool Inc,40,Day time child care Ages Served: Preschool,None,Child Care Center,Minnesota Department of Human Services,36040,41274,41638
-93.40344619,45.06858143,1016676,Child Care Center,Bright Beginnings Learning Center,9675 63rd Ave N, , ,Maple Grove,MN,55369,Hennepin,(763) 531-1889,Active,Bright Beginnings Learning Center Inc,47,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,35885,41274,41638
-93.35464271,44.97136518,1059651,Child Care Center,Bright Horizons Childrens Centers LLC dba Allianz Bright Beginnings,5901 Golden Hills Dr, , ,Golden Valley,MN,55416,Hennepin,(763) 765-6600,Active,Bright Horizons Children's Centers LLC,100,Day time child care Ages Served: Infants; Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,39217,41274,41638
-93.40809303,44.87945587,1074587,Child Care Center,Bright Horizons Academy LLC,6754 Shady Oak Rd, , ,Eden Prairie,MN,55344,Hennepin,(952) 818-0015,Active,Bright Horizons Academy LLC,123,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,40578,41274,41638
-93.45786973,44.97660668,1037620,Child Care Center,Bright Horizons Minnetonka,111 Cheshire Lane  Suite 900, , ,Minnetonka,MN,55305,Hennepin,(952) 473-1467,Active,Bright Horizons Children's Centers LLC,48,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,37145,41274,41638
-93.27153947,44.97723702,1037618,Child Care Center,Bright Horizons Minneapolis Gaviidae,651 Nicollet Mall Suite 135, , ,Minneapolis,MN,55402,Hennepin,(612) 339-1014,Active,Bright Horizons Children's Centers LLC,53,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,37145,41274,41638
-93.27493218,44.86028113,1065075,Child Care Center,Bright Stars Learning Center Inc,7836 2nd Ave S, , ,Bloomington,MN,55420,Hennepin,(952) 888-4341,Active,Nur Haadi Ahmed,118,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,39973,41274,41638
-93.25920164,44.88354203,830852,Child Care Center,Bernie's Montessori School Inc,1100 E 66th St, , ,Richfield,MN,55423,Hennepin,,Active,Bernie's Montessori School Inc,76,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,34618,41274,41638
-93.29613944,45.04841444,1027351,Child Care Center,Bright Water Montessori School,5140 Fremont Ave N,Attn Elizabeth Badillo Moorman, ,Minneapolis,MN,55430,Hennepin,(612) 302-3410,Active,Bright Water Montessori School,134,Day time child care Ages Served: Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,36572,41274,41638
-93.31814655,45.06514997,800252,Child Care Center,Brookdale Christian Center Daycare,6030 Xerxes Ave N, , ,Brooklyn Center,MN,55430,Hennepin,(763) 561-0148,Active,Brookdale Christian Center,70,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,22220,41274,41638
-93.35509338,45.08095298,1076083,Child Care Center,Brooklyn Bridge Preschool,5840 69th Ave N, , ,Brooklyn Park,MN,55429,Hennepin,(763) 560-5957,Active,Brooklyn Ev. Lutheran Church,14,Day time child care Ages Served: Preschool,None,Child Care Center,Minnesota Department of Human Services,40793,41274,41638
-93.37600676,44.98728825,800289,Child Care Center,Calvary Child Care Center,7520 Golden Valley Rd., , ,Golden Valley,MN,55427,Hennepin,(763) 541-9774,Active,Calvary Lutheran Church,96,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,28780,41274,41638
-93.23696361,44.96628834,800281,Child Care Center,C.H.I.L.D.,2450 Riverside Ave, , ,Minneapolis,MN,55454-1395,Hennepin,(612) 672-2526,Active,Fairview Health Services,24,Day time child care Ages Served: Infants; Toddlers,None,Child Care Center,Minnesota Department of Human Services,25135,41274,41638
-93.31145277,45.06282163,1060749,Child Care Center,Brooklyn Center Baby Steps,5910 Shingle Creek Pkwy 1A, , ,Brooklyn Center,MN,55430,Hennepin,(763) 503-8982,Active,Brooklyn Center Baby Steps,46,Day time child care Ages Served: Infants; Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,39766,41274,41638
-93.2396569,44.99144323,1080450,Child Care Center,Bright Minds Child Care Inc,950 E Hennepin Ave, , ,Minneapolis,MN,55414,Hennepin,(612) 800-1961,Active,Bright Minds Child Care Center Inc,96,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,41111,41274,41638
-93.2923663,45.03989626,1082012,Child Care Center,Camden Kids Inc,4656 Colfax Ave N, , ,Minneapolis,MN,55412,Hennepin,(612) 767-3097,Active,Camden Kids Inc,84,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,41157,41274,41638
-93.28766605,44.89681941,800314,Child Care Center,Caring for Children,5835 Lyndale Ave S, , ,Minneapolis,MN,55419,Hennepin,(612) 866-1632,Active,Richfield United Methodist Church,80,Day time child care Ages Served: Infants; Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,29494,41274,41638
-93.37600676,44.98728825,800387,Child Care Center,Calvary Lutheran Pre-kindergarten,7520 Golden Valley Rd, , ,Golden Valley,MN,55427-4506,Hennepin,(763) 545-5933,Active,Calvary Lutheran Church,74,Day time child care Ages Served: Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,21093,41274,41638
-93.23265979,44.9469038,801996,Child Care Center,Bright Prospects Cooperative Preschool,2730 E 31st St, , ,Minneapolis,MN,55406,Hennepin,(612) 607-4958,Active,Bright Prospects Cooperative Preschool,15,Day time child care Ages Served: Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,34699,41274,41638
-93.32865022,44.9105307,1061327,Child Care Center,Casa de Corazon Inc,5101 France Ave S, , ,Minneapolis,MN,55410,Hennepin,(612) 886-2453,Active,Casa de Corazon Inc,110,Day time child care Ages Served: Infants; Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,39381,41274,41638
-93.27746433,44.96199006,831034,Child Care Center,Central Care for Children,2025 Nicollet Ave Suite 100, , ,Minneapolis,MN,55404,Hennepin,(612) 872-6788,Active,Central Care for Children,52,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,34758,41274,41638
-93.247571,44.970061,1065928,Child Care Center,Cedar Riverside Child Care Center LLC,404 Cedar Ave S, , ,Minneapolis,MN,55454,Hennepin,(612) 338-5399,Active,Cedar Riverside Child Care Center LLC,56,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,40043,41279,41638
-93.27800285,44.93177359,1056212,Child Care Center,Casa de Corazon Inc,3928 Nicollet Ave, , ,Minneapolis,MN,55409,Hennepin,(612) 824-7831,Active,Casa de Corazon Inc,118,Day time child care Ages Served: Infants; Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,38769,41274,41638
-93.2469538,45.00544527,1064449,Child Care Center,Central Childcare Center LLC,1717 Central Ave NE, , ,Minneapolis,MN,55413,Hennepin,(612) 354-3303,Active,Central Childcare Center LLC,63,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,39904,41331,41638
-93.28629013,44.97378505,800379,Child Care Center,Child Garden Total Environment Montessori School,1601 Laurel Ave, , ,Minneapolis,MN,55403,Hennepin,(612) 377-1698,Active,Child Garden (Total Environment) Montessori School and Day Care Center,246,Day time child care Ages Served: Infants; Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,27640,41274,41638
-93.32823183,45.03740332,800384,Child Care Center,Children of Peace Lutheran Preschool Day Care,4512 France Ave N, , ,Robbinsdale,MN,55422,Hennepin,(763) 533-5517,Active,Peace Lutheran Church,64,Day time child care Ages Served: Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,29823,41274,41638
-93.37600676,44.98728825,804287,Child Care Center,Children's Ark Hourly Child Care Program (The),7520 Golden Vly Rd, , ,Golden Valley,MN,55427,Hennepin,(763) 545-9042,Active,Calvary Lutheran Church,34,Service: Drop-in child care Ages Served: Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,22189,41274,41638
-93.27434452,44.97316904,1037617,Child Care Center,Bright Horizons Minneapolis at Tenth Street,34 10th St S, , ,Minneapolis,MN,55403,Hennepin,(612) 332-7800,Active,Bright Horizons Children's Centers LLC,51,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,37145,41274,41638
-93.46525617,45.0138386,810864,Child Care Center,Children's Workshop,3021 Harbor Ln N Ste 110, , ,Plymouth,MN,55447-5109,Hennepin,(763) 577-4244,Active,Children's Workshop,121,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,33877,41274,41638
-93.22199339,44.9960384,1066514,Child Care Center,Childrens Choice Center Inc,2700 Summer St NE, , ,Minneapolis,MN,55413,Hennepin,(612) 200-8374,Revoked: Under Appeal,Saeed Jama Bihi,86,,None,Child Care Center,Minnesota Department of Human Services,40223,40908,41273
-93.21290903,44.97048606,800425,Child Care Center,Childrens Village Montessori Day Care Center Inc,3033 University Ave SE, , ,Minneapolis,MN,55414,Hennepin,(612) 378-7730,Active,Children's Village Montessori Day Care Center Inc.,92,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,26330,41274,41638
-93.26708907,44.99876661,1079975,Child Care Center,Broadway Child Care Center Inc,121 Broadway St NE, , ,Minneapolis,MN,55413,Hennepin,(612) 323-9331,Active,Broadway Child Care Center Inc,73,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,41051,41274,41638
-93.62346324,44.8679147,1000711,Child Care Center,Children of Faith Preschool,7595 Minnewashta Pkwy, , ,Excelsior,MN,55331,Hennepin,(952) 474-4966,Active,Faith Lutheran Church,20,Day time child care Ages Served: Preschool,None,Child Care Center,Minnesota Department of Human Services,34942,41274,41638
-93.26269447,44.95459134,1078600,Child Care Center,Childrens Care Early Learning Center Inc,2652 Chicago Ave S, , ,Minneapolis,MN,55407,Hennepin,(612) 382-5249,Revocation Order Issued/Under Appeal/May Operate,Childrens Care Early Learning Center Inc,50,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,40855,41274,41638
-93.24780533,44.9507941,1060807,Child Care Center,Circulo de Amigos,2830 Cedar Ave S, , ,Minneapolis,MN,55407,Hennepin,(612) 722-4737,Active,Circulo de Amigos Child Care Center LLC,79,Day time child care Ages Served: Infants; Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,40729,41274,41638
-93.21390518,44.9897864,800543,Child Care Center,Como Early Learning Center,1024 27th Ave SE, , ,Minneapolis,MN,55414,Hennepin,(612) 331-8340,Active,Como Early Learning Center,50,Day time child care Ages Served: Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,26197,41274,41638
-93.45188217,45.10649052,1065654,Child Care Center,Casa de Corazon Inc,8351 Elm Creek Blvd, , ,Maple Grove,MN,55369,Hennepin,(763) 416-3992,Active,Casa de Corazon Inc,173,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,40246,41274,41638
-93.43806495,45.06713653,1055189,Child Care Center,Creative Kids Academy Inc,12455 62nd Place N, , ,Maple Grove,MN,55369,Hennepin,(763) 559-3700,Active,Creative Kids Academy Inc,109,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,38594,41274,41638
-93.47218981,44.97178995,1056456,Child Care Center,Creative Kids Academy Inc,15200 Wayzata Blvd, , ,Minnetonka,MN,55391,Hennepin,(952) 473-2557,Active,Creative Kids Academy Inc,96,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,38784,41274,41638
-93.36333124,45.05239324,1059534,Child Care Center,Christinas Child Care Center Inc,5510 W Broadway Ave, , ,Crystal,MN,55428,Hennepin,(763) 390-5870,Active,Christinas Child Care Center Inc,91,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,39217,41274,41638
-93.57836046,44.95334289,1062681,Child Care Center,Creative Kids Academy Orono,2180 North Shore Dr,Attn Brandy Sroga Coons, ,Orono,MN,55391,Hennepin,(952) 473-1225,Active,Creative Kids Academy Inc,88,Day time child care Ages Served: Infants; Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,39599,41274,41638
-93.39298828,44.88936918,800596,Child Care Center,Cross View Early Childhood Center,6645 McCauley Trl, , ,Edina,MN,55439-1076,Hennepin,(952) 941-0009,Active,Cross View Lutheran Church,92,Day time child care Ages Served: Infants; Toddlers; Preschool,None,Child Care Center,Minnesota Department of Human Services,30566,41274,41638
-93.23596451,44.9627091,800282,Child Care Center,C.H.I.L.D.,2511 E Franklin Ave, , ,Minneapolis,MN,55406-1028,Hennepin,(612) 672-2526,Active,Fairview Health Services,65,Day time child care Ages Served: Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,25135,41274,41638
-93.39728582,45.03461896,800600,Child Care Center,Crossroads Preschool,4225 Gettysburg Ave N, , ,New Hope,MN,55428,Hennepin,(763) 536-3239,Active,New Hope Church,60,Day time child care Ages Served: Preschool,None,Child Care Center,Minnesota Department of Human Services,22919,41274,41638
-93.45791129,44.88609752,1080041,Child Care Center,Delta Learning & Child Care Center LLC,6570 Edenvale Blvd, , ,Eden Prairie,MN,55346,Hennepin,(952) 405-9542,Active,Delta Learning & Child Care Center LLC,47,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,41037,41274,41638
-93.29976052,45.09191437,1077938,Child Care Center,Discovery Kids Academy,7600 Humboldt Ave N, , ,Brooklyn Park,MN,55444,Hennepin,(763) 231-5119,Revocation Order Issued/Under Appeal/May Operate,Discovery International Co,76,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,RESTRICTION - No infant care from 6:30 PM to 12:00 AM (Midnight).; Temporary Provisional License:  Operating under Appeal of an Order of License Revocation,Child Care Center,Minnesota Department of Human Services,40857,41274,41638
-93.44471263,45.06691049,1080767,Child Care Center,Childrens Learning Adventure Childcare Center,13001 62nd Place, , ,Maple Grove,MN,55369,Hennepin,(763) 785-5263,Active,CLA Maple Grove LLC,545,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,41107,41274,41638
-93.45134199,44.9815732,802475,Child Care Center,Christ Memorial Tender Learning Center,13501 Sunset Trl, , ,Plymouth,MN,55441,Hennepin,(763) 544-3303,Active,Christ Memorial Lutheran Church,100,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,30260,41274,41638
-93.2714545,44.92595392,1075558,Child Care Center,Early Childhood Family Development Training Center,4255 3rd Ave S, , ,Minneapolis,MN,55409,Hennepin,(612) 822-7422,Active,Parents in Community Action  Inc.,16,Day time child care Ages Served: Infants; Toddlers,None,Child Care Center,Minnesota Department of Human Services,40652,41274,41638
-93.35825994,45.03299773,1081442,Child Care Center,Early Steps Learning Foundation,6122 42nd Ave N, , ,Crystal,MN,55422,Hennepin,(763) 200-2532,Active,Early Steps Learning Foundation,30,Day time child care Ages Served: Toddlers; Preschool,RESTRICTION - No more than 5 children under the age of 2 1/2. No more than 30 children total.,Child Care Center,Minnesota Department of Human Services,41214,41274,41638
-93.28250392,44.95589764,1050681,Child Care Center,Early Wonders Preschool,2539 Pleasant Ave S, , ,Minneapolis,MN,55404,Hennepin,(612) 872-2764,Closed,Project for Pride in Living,26,,None,Child Care Center,Minnesota Department of Human Services,38216,40908,41273
-93.34868655,44.89870954,800719,Child Care Center,Edina Family Center,5701 Normandale Rd, , ,Edina,MN,55424,Hennepin,(952) 848-3908,Closed,Edina Public Schools,192,,None,Child Care Center,Minnesota Department of Human Services,31320,40908,41273
-93.23550479,44.99309719,1062847,Child Care Center,Educare Learning Center Inc,357 Ulysses St NE, , ,Minneapolis,MN,55413,Hennepin,(952) 688-1085,Active,Educare Learning Center Inc,43,Day time child care Ages Served: Infants; Toddlers; Preschool; School age,None,Child Care Center,Minnesota Department of Human Services,39868,41274,41638
-93.33458874,44.92321463,800721,Child Care Center,Edina Morningside Preschool,4201 Morningside Rd, , ,Edina,MN,55416,Hennepin,(952) 926-6555,Active,Edina Morningside Community Church,35,Day time child care Ages Served: Preschool,None,Child Care Center,Minnesota Department of Human Services,15341,41274,41638
-93.25334116,45.00135237,800727,Child Care Center,Elim Preschool/Elim Baptist Church,685 13th Ave NE, , ,Minneapolis,MN,55413,Hennepin,(612) 789-1063,Active,Elim Preschool/Elim Baptist Church,59,Day time child care Ages Served: Preschool,None,Child Care Center,Minnesota Department of Human Services,21458,41274,41638
